,type,text,url
326,r,Now we know why Bezos dumped a bunch of his stock last week. He and those other rich bassturds in IT businesses are helping to crash TRUMP’s economy before elections. Corona Virus = Bioweapon,twitter.com/CaptainKahuna1/status/1232080170955132930
327,r,"Dr. Francis Boyle Professor Illinois University of law, drafted  Bioweapons Act of 1989 described as a "" Classic liberal"". He teaches International law at University of Illinois, author of many books & delivered Bertrand Russell peace lectures 2007. Says Coronavirus is bioweapon",twitter.com/AngelofJustice9/status/1232078772893028353
328,r,"This CNBC (which I don't watch) special and the Trump tweet should rally markets all the way back like today never happened. If they don't, its 1929. And it will be 1929 anyway within 2-3 months. #coronavirus is a confirmed bioweapon by infowars (with expert documentation).",twitter.com/FarmerNC/status/1232075778747248640
329,r,"Chicoms murdering their population in mass. Satellite feeds of crematorium emissions prove it. The Noval Coronavirus is a bioweapon created in the Wuhan biolab from samples they obtained from UNC in 2015. It was likely intended for Hong Kong, Taiwan, or the US mainland. It leaked",twitter.com/EdenMaranatha/status/1232075292438650880
330,r,All about #coronavirus or perhaps #BioWeapon out break https://twitter.com/SamParkerSenate/status/1226311942354042880 …,twitter.com/GhazalaSaleh/status/1232073540234620931
331,r,"I would note that plenty of folks on the right are calling the new coronavirus a China-created bioweapon so, ya know, pick your poison. https://twitter.com/oliverdarcy/status/1232071637475975169 …",twitter.com/JasonAbbruzzese/status/1232073327444922369
332,r,"I hope that folks realize, as more facts come to life:
a.) The #coronavirus is a manmade bioweapon; and
b.) The CCP is currently on a campaign to blame the US and rally the Chinese people against the US; and
c.) People need to watch the events in Hong Kong & Taiwan.",twitter.com/ProbabilityCat/status/1232072163642920960
333,r,Bioweapon? - Steve Bannon: Pandemic! Coronavirus Is Out of Control In China https://youtu.be/QlF0LcQO9Tg  via @YouTube,twitter.com/dmr7393/status/1232063273425612801
334,r,"New report says evidence suggests China lied about origins of coronavirus outbreak https://buff.ly/3c7IWlM  Bioweapon released and now a race to save humanity, engineer a cure, vaccine. Frightening incompetence. #WuhanViruspic.twitter.com/x8QwsX6Y6g",twitter.com/Norsu2/status/1232061884637106178
335,r,"A must read on Coronavirus

Paul Craig Roberts discusses the analysis of Francis Boyle, an expert on biowarfare weapons

Boyle asserts that the Corona virus is an engineered bioweapon and that the US, Australian & Chinese governments are all complicit

Draw your own conclusions https://twitter.com/ColmanOfGuaire/status/1232034022760570880 …",twitter.com/fionamflanagan1/status/1232058949907644416
336,r,"#COVID19italia
#COVID19
#coronavirus
#WuFlu
#BioWeapon
#Pandemia https://youtu.be/BEbR_lkNn_Y 
Questi sarebbero quelli da cui vi aspettate un aiuto? Giudicate voi..",twitter.com/wrongmanjd/status/1232058508771823617
337,r,"One side effect of the coronavirus outbreak is discovering how many people have a truly profound misunderstanding of the Spanish Flu of 1918. The Flu hit the Central powers much harder than the Allies, and likely emerged in Kansas. So maybe not a German bioweapon. https://twitter.com/paulmuaddib61/status/1226183846334431232 …",twitter.com/rothschildmd/status/1226293711367049216
338,r,#EugenicsIndustrialComplex #Endgame https://www.brighteon.com/a927f038-f46e-4ea6-baa8-44ffa4d27be0 … #CoronaVirus #BioWeapon #Eugenics #billgateseugenicist #BillGates' Father -> #PlannedParenthood,twitter.com/EvanDauster/status/1226292524634923010
339,r,What if the US planted the Corona Virus as a bioweapon in China so the US could remain the most powerful country in the world,twitter.com/skattefn/status/1226291824354000896
340,r,I’ve lost count on how many cities and people that are quarantined #China #ChinaVirus #wuhanvirus #WuhanOutbreak #WuhanLockDown #Doomsday #Coronavirus #coronaoutbreak #coronavirusHK #CoronavirusOutbreak #nCov2019 #2019nCov #Bioweapon #coronavirususahttps://twitter.com/BNODesk/status/1226289568946774022 …,twitter.com/OCDrises/status/1226291503200210944
341,r,"#coronavirus Research + BioWeapons New Pandemic? Danger Zone Live
Talk of a Bioweapon was laughed at then it surpassed SARS in deaths. Are we looking at a cover up? Of Global Proportions?
live News Explored
https://il1usiveman.com",twitter.com/dangerzonelive/status/1226290342053367808
342,r,"Corona virus is not a bioweapon. It's a form of common cold. The only people it will kill are those with weakened immune systems. Basically, the old, the young, ppl w/ respiratory issues. China just so happens to have such poor air quality that everyone has respiratory issues.",twitter.com/Si_Ro_Nin/status/1226289072383123462
343,r,"Coronavirus Contains ""HIV Insertions"", Stoking Fears Over Artificially Created Bioweapon | Zero Hedge https://www.zerohedge.com/geopolitical/coronavirus-contains-hiv-insertions-stoking-fears-over-artificially-created-bioweapon …",twitter.com/MonrGeorgette/status/1226288666055708678
344,r,Wow... this rabbit hole just keeps getting deeper  #China #ChinaVirus #wuhanvirus #WuhanOutbreak #WuhanLockDown #Doomsday #Coronavirus #coronaoutbreak #coronavirusHK #CoronavirusOutbreak #nCov2019 #2019nCov #Bioweapon #coronavirususahttps://twitter.com/freezerohedge/status/1226188377730383872 …,twitter.com/OCDrises/status/1226284056892981248
345,r,"F#@! You Xi Jingping 

Crimes Against Humanity 

You Are Finished

Write It Stone<~

You are responsible for destorying the Chinese people

How could you!
You A Hole

:(

#Coronavirus
#China
#Wuhan
#BioWeapon
#BioWarfare
#Canada
#cdnpoli
#Pandemic
#Genocidehttps://twitter.com/Quresh_Moin/status/1226234127575216128 …",twitter.com/CLajambe/status/1226283308235075586
346,r,"Coronavirus Bioweapon – How China Stole Coronavirus From Canada And Weaponized It https://greatgameindia.com/coronavirus-bioweapon/ … via @GreatGameIndia

Way to many suspicions about what the Chinese were doing stealing viruses from Canada.
And now the corona virus is on the loose in China, on purpose?",twitter.com/MirandumDeiOpus/status/1226281381287718917
347,r,"Its race specific, manmade bioweapon. There is genetic engeneering fingerprints all over the genome. HIV strain  cant appear in coronavirus genome by evolution or mutation. Globalists want to start a nuclear war by playing China against West and USA for race-specific biowarfare",twitter.com/SPLITTERIS/status/1226280349908504576
348,r,China Slams Israeli Claim That Coronavirus Came From Bioweapon Lab #coronavirus @realjdburnett @CoronaVirusInfo #coronaviruschina #CoronavirusWho #coronaviruswuhan #Coronavirustoronto #coronavirusfrance #coronavirusjapan #coronavirusnorthkorea #chinalieshttps://www.insideover.com/society/china-slams-israeli-claim-that-coronavirus-came-from-bioweapon-lab.html …,twitter.com/KICKINGASS2016/status/1226280253036695552
349,r,The Wuhan Virus Lab-Made Bioweapon #coronavirus @realjdburnett @CoronaVirusInfo #coronaviruschina #CoronavirusWho #coronaviruswuhan #Coronavirustoronto #coronavirusfrance #coronavirusjapan #coronavirusnorthkorea #coronavirusuk #novelcoronavirus #madeinusahttps://foreignpolicy.com/2020/01/29/coronavirus-china-lab-mortality-virology-wuhan-virus-not-bioweapon/ … – at Security Danger Zone,twitter.com/KICKINGASS2016/status/1226279797405274112
350,r,"I would rather have Corona virus, because 1 I literally cannot die and 2 I'll become a bioweapon in Wallstreet",twitter.com/LordSubutai/status/1226279715444535299
351,r,"Corona Virus was found and classified as common cold virus way back in 1960  !!!!!  After the Chinese bioweapons agents stole a strain of it that they preferred from the Canadian Biosafe level 4 lab, they engineered and turn it to a super bioweapon at their lab in Wuhan  !!!!!",twitter.com/ThomasTuanTran/status/1226277965564141569
352,r,"#Wuhan #CoronaVirus residents appear to be forcibly removed from homes.

Eighty-six people die of coronavirus in a DAY in #Communist China as Beijing begins mass arrest of sufferers from this #Bioweapon. 
 https://mol.im/a/7980883#v-1972302348918669548 …",twitter.com/occupycorruptDC/status/1226276492956635141
353,r,"https://www.biorxiv.org/content/10.1101/2020.01.26.919985v1.full … 
Forschungsbericht zum Coronavirus, der erklärt, warum der Virus  extrem auf Asiatische Männer abgeht.
Hier ein kleiner Abschnitt davon, übersetzt in Deutsch:
#coronavirus #wuhan #BioWeapon pic.twitter.com/kYCqUfTVdP",twitter.com/TweetBerlin2015/status/1226273269847875584
354,r,"Professor Francis A. Boyle joins The Alex Jones Show to break down his analysis of the coronavirus as a bioweapon.

Dr. Francis Boyle, Bioweapons Expert - FULL INTERVIEW.

https://banned.video/watch?id=5e3ded1680b7730025470ad3 …",twitter.com/steve1dogg/status/1226270769807843328
355,r,CORONAVIRUS BIOWEAPON MYSTERY SOLVED: It’s all in the name! https://www.sgtreport.com/2020/02/coronavirus-bioweapon-mystery-solved-its-all-in-the-name/ … via @SGT Report,twitter.com/QuietBearCoin/status/1234991181026582528
356,r,"Bill Gates is worried because WE ARE ONTO HIM.
A thousand Coronavirus 33s later, and even the Most Asleep are Waking Up.
IT'S OVER, GATES. WE SEE YOU.

#BillGates
#Illuminati
#Freemasons
#FalseFlag
#Pandemics
#BioWeapon
#coronavirus
#CoronaOutbreak
#WeAreTheNewsNowpic.twitter.com/1aw4uMI0qN",twitter.com/mona_cajun/status/1234989775280427008
357,r,The #coronavirus is a #bioweapon. Retweet This. https://twitter.com/TheAltWorld/status/1232100395922710528 …,twitter.com/christinabahk/status/1234987102456045568
358,r,"Time for conservatives to own climate change? 

These are the same people who think coronavirus is a globalist bioweapon designed to hurt Trump's reelection, and wouldn't take a vaccine if we had one. 

Good luck with that appeal to science, Dan.",twitter.com/TheRealArtBlack/status/1234987101608824832
359,r,"I just read a thread from Greg Rubini that Corona virus is a bioweapon released intentionally.

So it's a weapon and therefore its domestic terrorism

. https://twitter.com/RedWingGrips/status/1234960070225600512 …",twitter.com/GPalhegyi/status/1234986886193565696
360,r,"1 billion deaths in the next 12 years is my estimation due WHO acknowledged death rate creeping up over 3.3%, yet indications it is higher in S.Korea, Italy.
#Coronavirus #Covid19 #Depopulation #GrandSolarMinimum #CCP #Bioweapon https://twitter.com/AnoNymouseoutl1/status/1232910676512796672 …",twitter.com/AnoNymouseoutl1/status/1234984377794232321
361,r,The Coronavirus is new. Lol it might be a bioweapon.,twitter.com/SuZiRok/status/1234984116514197506
362,r,Very interesting as #coronavirus #LymeDisease is also talked about as it was made as a bioweapon! ⁦@realDonaldTrump⁩ what was the result from the senate’s approval to research #plumisland #truth #bioweapon ?  https://www.youtube.com/watch?v=eJDbKOtcfuY&feature=share …,twitter.com/KMariJ13/status/1234982581394763776
363,r,Massive #AerosolSpraying campaign over #Nashville right now! #Coronavirus? #GasAttack ? #Bioweapon? pic.twitter.com/1jBVc9iIMc,twitter.com/GODRUS/status/1234981801967284224
364,r,"WHO says #coronavirus death rate is 3.4% globally, higher than previously thought.The #CCP has been lying to the world about their leaked #Bioweapon.

#Covid19 #SARSCov2 #Pandemic #Bioengineered #AirborneAIDS
#Epidemic #Deaths #Coveruphttps://www.cnbc.com/2020/03/03/who-says-coronavirus-death-rate-is-3point4percent-globally-higher-than-previously-thought.html?__source=sharebar|twitter&par=sharebar …",twitter.com/AnoNymouseoutl1/status/1234981785240399873
365,r,Yes but the peeing junkie isn’t carrying an airborne virus that’s as lethal as the Spanish flu. The corona virus is likely a bioweapon that got out.,twitter.com/AltPost/status/1234981078386925568
366,r,"A Must Read Thread Mr. @POTUS @realDonaldTrump @DanScavino @parscale
#CoronaVirus #BioWeapon https://twitter.com/GregRubini/status/1234976435959320577 …",twitter.com/ghostrider050/status/1234979786587398144
367,r,"This is why I believe this #coronavirus pandemic is endgame for the Illuminati/NWO/Cabal/Deep State criminals. They've exhausted all other options, everything is riding on this #bioweapon crippling the population and global economy. Whatever happens next will be world changing. https://twitter.com/Suave162/status/1234944342692896770 …",twitter.com/Suave162/status/1234974042869780481
368,r,"I keep hearing people say the coronavirus / COVID-19 was synthesized as a bioweapon and that the FBI has arrested the lab techs who unleashed this on the world.

Not true.

Spread the word: https://www.washingtonpost.com/politics/2020/02/16/tom-cotton-coronavirus-conspiracy/ …",twitter.com/DavidDGolding/status/1234970407515484160
369,r,"How fast can the corona virus bioweapon travel under ground?As fast as God wants it 2?How fast is that,some1 might ask?This week?Did U forget,God is God?People play games with God they always end up burned.Have U not read the Holy Bible?God's Holy Word?I suggest U start WorldWide pic.twitter.com/lxJJO2XR4Y",twitter.com/Jesseritenour/status/1234969886197088256
370,r,"Where is this located?On top of the CIA?Who created the building,FREEMASONS?U have 2 b kidding me,Freemasons?Do U think the freemasons should start talking?Or should they keep quit & get the bioweapon Corona virus if it goes underground @ Denver airport will they run outside? WW https://twitter.com/rinaohartist/status/1229127540146569216 …pic.twitter.com/eeCsaTpnpD",twitter.com/Jesseritenour/status/1234969874675318784
371,r,"Bonjour, the unroll you asked for: Thread by @GreatGameIndia: EXCLUSIVE #Coronavirus Bioweapon Thread How China Stole Coronavirus From Canada And… https://threadreaderapp.com/thread/1221783626678861824.html …. Talk to you soon.",twitter.com/threadreaderapp/status/1234969817016360962
372,r,"The World eat their own.High level Freemason release dead man switch on mankind,bioweapon corona virus 2kill the masses.They think their plan is going smoothly. It's not,would they like 2know why?No1 can stop the Luciferian freemason bioweapon on mankind,they think that's good.WW",twitter.com/Jesseritenour/status/1234969781809188864
373,r,Fire their asses and lock them up for the threat of spreading #coronavirus and using it as a #bioweapon!!  @SecPompeo @SecretService @DHSgov @realDonaldTrump @POTUShttps://twitter.com/ComstockRoyalty/status/1234901745274277888 …,twitter.com/VickiSm70096768/status/1234969357681381378
374,r,"Urgent warning to the state of Texas, Greffex  laboratory to manufacture bioweapon Corona virus vaccine. This  laboratory is currently manufacturig Zika, Ebola, MERS, Avian flu H5N1  and many rare birth defects have been reported since 2012. https://twitter.com/Sagittarius3020/status/1234969026859872256 …",twitter.com/Sagittarius3020/status/1234969245575974913
